"","ID","LFP","KID1","KID2","KID3","INCH","AGE","TIME"
"40",25,1,0,1,2,49723.3539446604,36,4
"41",25,1,0,1,2,50452.1176437534,38,5
"42",25,1,0,0,3,58064.5150617341,39,6
"43",25,1,0,0,3,51443.5310187775,40,7
"44",25,1,0,0,3,53608.8797330999,41,8
"45",25,1,0,0,3,50254.2299254761,42,9
"46",31,1,1,0,1,25890.4641407772,23,1
"47",31,1,0,1,1,26822.0610128537,24,2
"48",31,1,0,1,1,13422.3834623781,25,3
"49",31,1,0,1,1,24479.2230997173,26,4
"50",31,1,0,0,2,29332.7523985138,27,5
"51",31,1,1,0,2,36538.0696452755,29,6
"52",31,1,1,0,2,30587.9065793707,29,7
"53",31,1,1,0,2,17237.9391808691,30,8
"54",31,1,0,1,2,33502.6560585469,31,9
"55",34,1,0,0,2,34874.4587747618,32,1
"56",34,0,0,0,2,33192.5256986373,33,2
"57",34,1,0,0,2,28423.7402711773,34,3
"58",34,1,0,0,2,27539.0423879852,35,4
"59",34,1,0,0,1,29438.2462277467,36,5
"60",34,1,0,0,1,21373.3051621149,37,6
"61",34,0,0,0,1,10406.8237523092,38,7
"62",34,1,1,0,0,17724.4443051401,39,8
"63",34,1,1,0,0,21802.4799177016,40,9
"64",38,0,0,0,3,184929.509181836,35,1
"65",38,0,0,0,3,167635.959582872,37,2
"66",38,0,0,0,3,136434.51023794,38,3
"67",38,0,0,0,3,393198.55803792,39,4
"68",38,1,0,0,3,439991.197494496,40,5
"69",38,1,0,0,3,356881.830869706,41,6
"70",38,1,0,0,3,291973.989433422,41,7
"71",38,1,0,0,3,222074.901923285,43,8
"72",38,1,0,0,3,193284.794615607,44,9
"73",43,1,0,1,2,92465.4185420151,38,1
"74",43,1,0,0,3,43772.0165222552,39,2
"75",43,1,0,0,3,44451.7673252592,40,3
"76",43,1,0,0,3,39969.8220657324,41,4
"77",43,1,0,0,3,87998.055796967,42,5
"78",43,1,0,0,2,113296.097220296,43,6
"79",43,0,0,0,2,97624.1323966188,44,7
"80",43,0,0,0,2,77599.0140073704,45,8
"81",43,0,0,0,1,75638.4476734252,46,9
"82",44,1,0,0,1,48081.8477879327,46,1
"83",44,1,0,0,1,45262.3119766208,47,2
"84",44,1,0,0,1,47057.2394340108,48,3
"85",44,1,0,0,1,40543.8749981403,49,4
"86",44,1,0,0,1,33732.5997368635,50,5
"87",44,1,0,0,0,29740.3503388428,51,6
"88",44,1,0,0,0,21828.6149403959,52,7
"89",44,1,0,0,0,16082.6607729701,53,8
"90",44,1,0,0,0,23194.0254318488,54,9
"91",50,0,0,0,1,18493.1005821309,42,1
"92",50,0,0,0,1,15925.6452870605,43,2
"93",50,0,0,0,1,14211.9153373654,44,3
"94",50,0,0,0,1,18359.4370143883,45,4
"95",50,0,0,0,0,20532.8844620478,46,5
"96",50,0,0,0,0,19826.8428887272,47,6
"97",50,0,0,0,0,25026.4864244531,48,7
"98",50,0,0,0,0,18763.1102425673,49,8
"99",50,0,0,0,0,16751.3310538926,50,9
"100",54,1,1,0,0,42534.0410417964,26,1
"101",54,1,1,0,0,43585.9443470005,27,2
"102",54,1,1,0,0,51320.7277879588,28,3
"103",54,1,0,1,0,44980.7545227399,29,4
"104",54,1,0,1,0,43265.8967611816,30,5
"105",54,1,0,1,0,44610.2976334566,31,6
"106",54,1,0,0,1,47272.3104350374,32,7
"107",54,1,0,0,1,46505.6923401298,33,8
"108",54,1,0,0,1,47354.6358575412,34,9
"109",73,0,1,2,0,35284.8862612818,24,1
"110",73,0,1,1,1,48615.1261928535,24,2
"111",73,1,1,1,1,36529.3015607729,26,3
"112",73,0,0,1,2,45898.6048425713,27,4
"113",73,1,0,1,2,52872.0435057278,28,5
"114",73,1,0,1,2,40772.373053752,29,6
"115",73,1,0,0,3,36149.1964816633,30,7
"116",73,1,0,0,3,37693.7659369474,31,8
"117",73,0,0,0,3,90199.5755152243,32,9
"118",75,1,0,0,0,31438.2316584156,27,1
"119",75,1,0,0,0,36880.5650918401,28,2
"120",75,0,1,0,0,39477.6512646159,29,3
"121",75,1,1,0,0,38248.8969144145,30,4
"122",75,0,2,0,0,41913.3637930654,31,5
"123",75,1,1,1,0,52399.3779994931,32,6
"124",75,1,1,1,0,62566.1702705531,33,7
"125",75,0,0,2,0,58969.7571033917,34,8
"126",75,1,0,1,1,38656.8782242564,35,9
"127",86,1,0,0,0,45454.1770648584,31,1
"128",86,1,0,0,0,50962.2274977429,32,2
"129",86,1,0,0,0,44215.0275455187,33,3
"130",86,1,0,0,0,42073.7790408079,34,4
"131",86,1,1,0,0,43998.9038460367,35,5
"132",86,1,1,0,0,45318.4720555247,36,6
"133",86,1,1,0,0,43100.9363106119,37,7
"134",86,1,0,1,0,57629.5075865618,38,8
"135",86,1,0,1,0,53861.9731236905,39,9
"136",103,1,0,0,2,25551.9777581488,32,1
"137",103,1,0,0,2,24983.2280322371,34,2
"138",103,1,0,0,2,42635.8189760706,34,3
"139",103,1,0,0,2,43603.8182480821,35,4
"140",103,1,0,0,2,48398.7855283286,36,5
"141",103,1,0,0,2,45318.4720555247,37,6
"142",103,1,0,0,2,48662.3057436434,38,7
"143",103,1,0,0,2,52268.5431661791,39,8
"144",103,1,0,0,2,48965.4389166428,40,9
"145",110,1,0,0,0,27739.703353665,30,1
"146",110,1,0,0,0,6705.537791292,31,2
"147",110,1,0,0,0,11053.7166631568,32,3
"148",110,0,0,0,0,33658.8061768814,33,4
"149",110,1,0,0,0,36665.810286098,34,5
"150",110,0,0,0,0,42486.0047210518,36,6
"151",110,1,0,0,0,55614.5424002094,36,7
"152",110,1,0,0,0,40206.743126275,37,8
"153",110,0,0,0,0,32214.1153375813,38,9
"154",125,1,0,0,1,22467.385426545,45,1
"155",125,1,0,0,1,22341.2494525369,45,2
"156",125,1,0,0,1,21565.8214462926,46,3
"157",125,1,0,0,1,23443.5339942634,47,4
"158",125,1,0,0,1,23364.8959060137,48,5
"159",125,1,0,0,1,22677.5335062782,49,6
"160",125,1,0,0,1,18686.4137247117,50,7
"161",125,1,0,0,0,21282.7465004884,51,8
"162",125,1,0,0,0,21838.5710586311,52,9
"163",128,1,0,0,0,6472.58600957416,28,1
"164",128,1,0,0,0,30175.0287879977,29,2
"165",128,1,1,0,0,37898.6208035227,30,3
"166",128,1,1,0,0,52783.2930439003,31,4
"167",128,1,2,0,0,45465.542029686,32,5
"168",128,1,1,1,0,59480.2735744822,33,6
"169",128,1,1,1,0,59785.5935272813,34,7
"170",128,1,0,2,0,17422.8875972213,35,8
"171",128,1,1,1,1,54119.5084689828,36,9
"172",129,1,0,0,2,46676.6818047657,32,1
"173",129,1,0,0,2,41909.5917600681,33,2
"174",129,1,0,0,2,23876.0226991976,34,3
"175",129,0,0,0,2,23255.338556703,35,4
"176",129,0,0,0,2,16426.3001993891,36,5
"177",129,0,0,0,2,34095.135529437,37,6
"178",129,1,0,0,2,41828.7842522995,38,7
"179",129,1,0,0,2,22783.6852591745,39,8
"180",129,1,0,0,1,29045.533549159,40,9
"181",131,1,0,0,0,58943.2266824875,26,1
"182",131,1,1,0,0,50365.4145874097,26,2
"183",131,1,1,0,0,48592.2824522424,28,3
"184",131,0,1,0,0,52475.9369658183,29,4
"185",131,1,1,1,0,87998.055796967,30,5
"186",131,0,1,1,0,66543.4235995201,31,6
"187",131,0,0,2,0,68127.7569406308,32,7
"188",131,0,0,1,1,66743.353615395,33,8
"189",131,0,0,1,1,62899.9092549568,34,9
"190",142,1,0,1,2,31438.2316584156,33,1
"191",142,1,0,0,3,31851.1892693431,34,2
"192",142,1,0,0,3,31739.9049680304,35,3
"193",142,1,0,0,3,12386.4944404343,36,4
"194",142,1,0,0,3,46932.2335087047,37,5
"195",142,1,0,0,3,45318.4720555247,38,6
"196",142,1,0,0,2,44491.3470085251,39,7
"197",142,1,0,0,2,53608.8797330999,40,8
"198",142,0,0,0,2,55408.0406339037,41,9
"199",156,1,0,1,0,18493.1005821309,24,1
"200",156,1,0,1,0,19110.7637037119,27,2
"201",156,1,0,1,0,18159.6794396894,28,3
"202",156,1,0,0,1,18359.4370143883,29,4
"203",156,1,0,0,1,19066.2493266917,29,5
"204",156,1,0,0,1,20534.9173182343,31,6
"205",156,1,0,0,1,23219.0885109418,32,7
"206",156,1,0,0,1,23587.9201047394,33,8
"207",156,1,0,0,1,24431.0464997425,34,9
"208",159,0,0,0,2,29589.0606686938,32,1
"209",159,0,0,0,2,33359.9047082074,33,2
"210",159,0,0,0,2,31581.9173491745,34,3
"211",159,0,0,0,2,29069.0699622943,35,4
"212",159,0,0,0,1,29332.7523985138,36,5
"213",159,1,0,0,1,38237.4239663685,37,6
"214",159,1,0,0,1,27807.192799281,38,7
"215",159,1,0,0,0,32165.1870771664,39,8
"216",159,1,0,0,0,30925.6124057768,40,9
"217",170,0,0,1,1,38835.4978347356,23,1
"218",170,0,0,1,1,28498.5930964099,25,2
"219",170,1,0,1,1,23686.4871009324,25,3
"220",170,1,0,0,2,27539.0423879852,27,4
"221",170,1,0,0,2,24086.5771599722,28,5
"222",170,1,0,0,2,28324.1478298091,29,6
"223",170,1,0,0,2,26416.9201867466,30,7
"224",170,1,0,0,2,32165.1870771664,31,8
"225",170,1,0,0,2,30925.6124057768,32,9
"226",175,0,0,0,2,36444.2873681318,40,1
"227",175,0,0,0,1,36484.762986923,42,2
"228",175,0,0,0,1,33915.9267949742,42,3
"229",175,0,0,0,1,34258.8429949932,43,4
"230",175,0,0,0,1,42109.9780541277,44,5
"231",175,0,0,0,1,42181.6259002337,45,6
"232",175,0,0,0,0,40213.176719849,46,7
"233",175,0,0,0,0,33408.9798295054,47,8
"234",175,0,0,0,0,31848.0043096668,48,9
"235",184,1,0,0,0,33287.5922024354,45,1
"236",184,1,1,0,0,30845.618706204,46,2
"237",184,1,1,0,0,34852.4947851169,47,3
"238",184,1,1,0,0,42838.8208640051,48,4
"239",184,1,0,1,0,33732.5997368635,49,5
"240",184,1,0,1,0,31156.5570107059,50,6
"241",184,1,0,0,0,30587.9065793707,51,7
"242",184,1,0,0,0,29484.7954209654,52,8
"243",184,1,0,0,0,25771.3837921839,53,9
"244",189,1,0,0,0,32362.9652447091,51,1
"245",189,1,0,0,0,36880.5650918401,51,2
"246",189,1,0,0,0,37898.6208035227,51,3
"247",189,1,0,0,0,39778.8244225819,53,4
"248",189,1,0,0,0,35199.2480801973,54,5
"249",189,1,0,0,0,32572.7067358027,55,6
"250",189,1,0,0,0,30587.9065793707,56,7
"251",189,1,0,0,0,36186.0874732819,57,8
"252",189,1,0,0,0,30925.6124057768,58,9
"253",193,1,0,0,0,44383.3642874362,44,1
"254",193,1,0,0,0,46184.5220326746,45,2
"255",193,1,0,0,0,48636.5215550129,46,3
"256",193,1,0,0,0,47428.5667405746,47,4
"257",193,1,0,0,0,48651.1147003417,48,5
"258",193,1,0,0,0,50192.9571489605,49,6
"259",193,1,0,0,0,52527.9138677357,50,7
"260",193,1,0,0,0,52684.1536731861,51,8
"261",193,1,0,0,0,54930.2786970339,53,9
"262",210,0,0,0,0,24105.8541314607,48,1
"263",210,0,0,0,0,24475.3067373387,49,2
"264",210,0,0,0,0,24324.5157657263,50,3
"265",210,0,0,0,0,24823.3494675972,52,4
"266",210,0,0,0,0,25711.66348413,52,5
"267",210,0,0,0,0,27615.9835993277,53,6
"268",210,0,0,0,0,27807.192799281,54,7
"269",210,0,0,0,0,30819.7192657786,55,8
"270",210,0,0,0,0,30342.9657918839,56,9
"271",227,1,1,0,0,22191.6195756888,28,1
"272",227,1,0,1,0,35204.1763198973,29,2
"273",227,1,0,1,0,36271.9502077437,30,3
"274",227,1,0,1,0,35953.7978453792,31,4
"275",227,1,0,1,0,38132.4155032749,32,5
"276",227,1,0,0,1,36821.2351554568,33,6
"277",227,1,0,0,1,36149.1964816633,34,7
"278",227,1,0,0,1,36679.0123540306,35,8
"279",227,1,0,0,1,23194.0254318488,36,9
"280",234,0,0,0,3,51780.5564668298,39,1
"281",234,1,0,0,3,50291.4318186238,40,2
"282",234,1,0,0,3,52110.4091743675,41,3
"283",234,1,0,0,3,53548.3359127024,42,4
"284",234,1,0,0,3,49865.7662895223,43,5
"285",234,0,0,0,3,56081.428840791,44,6
"286",234,1,0,0,2,53449.3630693719,45,7
"287",234,1,0,0,1,57763.3632567012,46,8
"288",234,1,0,0,1,64428.4123269528,47,9
"289",245,0,0,0,0,46232.578920839,34,1
"290",245,0,0,0,0,50291.4318186238,35,2
"291",245,0,0,0,0,47373.1077673139,37,3
"292",245,0,0,0,0,50488.4562487848,37,4
"293",245,0,0,0,0,51332.0195901248,37,5
"294",245,0,0,0,0,49566.9718109038,39,6
"295",245,0,0,0,0,58395.2599335024,41,7
"296",245,0,0,0,0,56289.3144787694,41,8
"297",245,0,0,0,0,52831.3477021235,42,9
"298",258,0,2,1,0,20342.4273251081,26,1
"299",258,0,2,2,0,18272.5826584985,27,2
"300",258,1,1,3,0,17370.1240355283,28,3
"301",258,0,1,2,1,27539.0423879852,29,4
"302",258,0,1,2,2,36665.810286098,30,5
"303",258,0,1,1,3,35405.0590525489,31,6
"304",258,0,1,1,3,30587.9065793707,32,7
"305",258,0,0,1,4,31495.1863861969,33,8
"306",258,0,0,1,4,32085.1953923216,34,9
"307",263,1,0,0,0,51780.5564668298,27,1
"308",263,1,0,0,0,51967.8220867471,28,2
"309",263,1,0,0,0,56847.6408206443,29,3
"310",263,1,1,0,0,61198.0129600327,30,4
"311",263,1,1,0,0,68931.6008572016,31,5
"312",263,1,1,0,0,70810.3177502624,33,6
"313",263,1,0,1,0,76469.7104822015,34,7
"314",263,1,1,1,0,83094.1847953808,34,8
"315",263,1,1,1,0,92776.6248821849,35,9
"316",269,1,0,0,2,20342.4273251081,36,1
"317",269,1,0,0,2,10058.305599553,37,2
"318",269,0,0,0,2,17370.1240355283,38,3
"319",269,1,0,0,2,16829.4734449162,39,4
"320",269,1,0,0,2,17599.6272178861,40,5
"321",269,1,0,0,2,22659.1721414948,41,6
"322",269,1,0,0,1,25026.4864244531,42,7
"323",269,0,0,0,1,28144.5778873226,43,8
"324",269,1,0,0,1,27059.9485393764,44,9
"325",270,1,0,0,0,35580.748567673,48,1
"326",270,1,0,0,0,30577.2026853587,49,2
"327",270,1,0,0,0,36319.4975992576,50,3
"328",270,1,0,0,0,36412.9587542301,51,4
"329",270,1,0,0,0,36665.810286098,52,5
"330",270,1,0,0,0,59480.2735744822,53,6
"331",270,0,0,0,0,37817.604473395,54,7
"332",270,1,0,0,0,36186.0874732819,55,8
"333",270,1,0,0,0,35177.7830863571,56,9
"334",272,0,1,0,1,42534.0410417964,34,1
"335",272,0,1,0,2,41909.5917600681,35,2
"336",272,0,0,1,2,42635.8189760706,36,3
"337",272,0,0,1,2,48958.5842350334,37,4
"338",272,0,0,1,2,51332.0195901248,38,5
"339",272,0,0,0,3,49566.9718109038,39,6
"340",272,0,0,0,2,50062.6249656321,40,7
"341",272,1,0,0,2,48248.0166392509,41,8
"342",272,1,0,0,2,43810.9909580113,42,9
"343",275,1,1,1,0,24411.0212530859,30,1
"344",275,1,1,0,1,22631.0921812127,32,2
"345",275,1,1,0,1,25265.6236053484,33,3
"346",275,1,0,1,1,26009.3144259408,33,4
"347",275,1,0,1,1,27322.0678283855,34,5
"348",275,1,0,1,1,29740.3503388428,36,6
"349",275,1,0,0,2,30587.9065793707,37,7
"350",275,1,0,0,2,32165.1870771664,38,8
"351",275,1,0,0,2,32214.1153375813,39,9
"352",277,1,1,0,2,17011.8085076514,31,1
"353",277,0,1,0,2,9555.3931325637,32,2
"354",277,0,1,0,2,15633.104060202,33,3
"355",277,1,0,1,2,16446.9939353135,34,4
"356",277,1,0,1,2,15546.3319139053,35,5
"357",277,1,0,1,2,16286.3237358846,36,6
"358",277,1,0,0,3,14290.1104489241,37,7
"359",277,1,0,0,3,14812.1341672074,38,8
"360",277,1,0,0,3,14174.1902252832,39,9
"361",283,1,1,0,0,38835.4978347356,26,1
"362",283,1,1,0,0,36042.3530663422,27,2
"363",283,1,1,0,0,34424.3692159574,28,3
"364",283,1,0,1,0,24479.2230997173,29,4
"365",283,1,0,1,0,41065.7615092633,30,5
"366",283,1,0,1,0,39653.7182712862,31,6
"367",283,1,0,0,1,41710.5761362428,32,7
"368",283,1,0,0,1,36186.0874732819,33,8
"369",283,1,0,0,1,45099.6606016434,34,9
"370",288,1,0,1,0,48081.8477879327,35,1
"371",288,1,0,1,0,43250.7563470423,36,2
"372",288,1,0,1,0,50531.3896807199,37,3
"373",288,1,0,0,1,53548.3359127024,38,4
"374",288,1,0,0,1,55732.0129725451,39,5
"375",288,1,0,0,1,57356.4165302522,40,6
"376",288,1,0,0,1,59785.5935272813,40,7
"377",288,1,0,0,1,61650.0919453415,42,8
"378",288,1,0,0,1,61206.5812816156,43,9
"379",289,1,0,0,0,25890.4641407772,55,1
"380",289,1,0,0,0,23804.7400120505,56,2
"381",289,1,0,0,0,23686.4871009324,56,3
"382",289,1,0,0,0,22949.2377171944,57,4
"383",289,1,0,0,0,24492.6903755835,58,5
"384",289,1,0,0,0,24075.4998824478,59,6
"385",289,1,0,0,0,29197.5476458998,60,7
"386",289,1,0,0,0,5092.84554751875,61,8
"387",289,1,0,0,0,3865.69204760171,62,9
"388",290,0,0,0,0,66575.3721098769,50,1
"389",290,0,0,0,0,56997.3468931962,51,2
"390",290,0,0,0,0,51320.7277879588,52,3
"391",290,0,0,0,0,53548.3359127024,53,4
"392",290,0,0,0,0,54265.2859295439,54,5
"393",290,0,0,0,0,52399.3779994931,55,6
"394",290,0,0,0,0,47272.3104350374,56,7
"395",290,0,0,0,0,49588.290191906,57,8
"396",290,0,0,0,0,46388.1816522106,58,9
"397",292,0,0,1,1,59177.6964068655,33,1
"398",292,1,0,1,1,58002.9992848902,34,2
"399",292,1,0,0,2,67230.3458681067,35,3
"400",292,1,0,0,2,67317.8021520029,36,4
"401",292,1,0,0,2,83598.4284122868,37,5
"402",292,1,0,0,2,77891.3355200885,38,6
"403",292,1,0,0,2,80640.7996862342,39,7
"404",292,1,0,0,2,83094.1847953808,40,8
"405",292,1,0,0,1,83756.5788470694,42,9
"406",302,1,0,0,4,36986.194486036,44,1
"407",302,1,0,0,3,31851.1892693431,45,2
"408",302,1,0,0,2,36319.4975992576,47,3
"409",302,1,0,0,2,36719.0142745826,47,4
"410",302,1,0,0,1,38132.4155032749,49,5
"411",302,1,0,0,1,25491.7461918433,50,6
"412",302,1,0,0,1,30587.9065793707,51,7
"413",302,1,0,0,0,24123.940303526,52,8
"414",302,1,0,0,0,11597.0727950996,53,9
"415",307,0,0,1,2,20342.4273251081,27,1
"416",307,0,0,0,3,14584.5350040405,28,2
"417",307,0,0,0,3,12632.8267164746,29,3
"418",307,0,0,0,3,12973.9917774317,30,4
"419",307,1,0,0,3,15252.9926175508,31,5
"420",307,0,0,0,3,14162.0198238155,32,6
"421",307,0,0,0,3,13903.5850064814,33,7
"422",307,0,0,0,3,18763.1102425673,34,8
"423",307,0,0,0,3,10308.5095187638,35,9
"424",308,1,0,0,2,32362.9652447091,30,1
"425",308,1,0,0,2,31012.9457148511,30,2
"426",308,1,0,0,2,31581.9173491745,31,3
"427",308,1,0,0,2,36719.0142745826,32,4
"428",308,1,0,0,2,42825.5428877299,33,5
"429",308,1,0,0,2,21243.0274391784,35,6
"430",308,1,0,0,1,27807.192799281,36,7
"431",308,1,0,0,1,33505.671433282,37,8
"432",308,1,0,0,1,37368.3736003327,38,9
"433",310,1,0,0,0,31438.2316584156,40,1
"434",310,1,0,0,0,30929.3237019389,42,2
"435",310,1,0,0,0,33950.5386893704,42,3
"436",310,1,0,0,0,33658.8061768814,43,4
"437",310,1,0,0,0,36665.810286098,44,5
"438",310,1,0,0,0,36809.8223416361,46,6
"439",310,1,0,0,0,30587.9065793707,46,7
"440",310,1,0,0,0,40508.2120821265,48,8
"441",310,1,0,0,0,36407.1331468904,48,9
"442",312,1,0,1,1,48081.8477879327,34,1
"443",312,0,0,1,1,50291.4318186238,35,2
"444",312,0,0,1,1,48952.2200327649,36,3
"445",312,1,0,0,2,48958.5842350334,37,4
"446",312,1,0,0,2,58665.6702011348,38,5
"447",312,1,0,0,2,50983.1262949776,39,6
"448",312,1,0,0,2,48662.3057436434,40,7
"449",312,1,0,0,2,49588.290191906,41,8
"450",312,1,0,0,2,50254.2299254761,42,9
"451",321,1,0,0,0,62876.6405935003,30,1
"452",321,1,0,0,0,58673.2972340074,31,2
"453",321,1,0,0,0,54478.968113714,32,3
"454",321,1,0,0,0,58138.30384182,33,4
"455",321,1,1,0,0,70398.6946450143,34,5
"456",321,1,1,0,0,84972.2490159284,33,6
"457",321,0,1,0,0,104276.364023403,36,7
"458",321,0,0,1,0,107218.061760672,37,8
"459",321,0,0,1,0,118547.618177367,38,9
"460",322,0,1,1,0,36986.194486036,30,1
"461",322,0,1,1,0,26486.7529947873,31,2
"462",322,0,1,1,0,4263.57803051464,32,3
"463",322,0,0,1,1,9179.7109849682,33,4
"464",322,0,1,1,1,65074.6271302487,34,5
"465",322,0,1,1,1,62279.026823566,35,6
"466",322,0,1,0,2,66042.2521322313,36,7
"467",322,0,0,1,2,65670.8222470674,37,8
"468",322,0,0,1,2,63397.5185455978,38,9
"469",324,0,0,0,4,16366.4043910608,31,1
"470",324,1,0,0,4,6537.89809113043,32,2
"471",324,0,0,0,4,16580.5732022398,33,3
"472",324,0,0,0,4,10709.6662447389,34,4
"473",324,1,0,0,4,12466.3962085768,35,5
"474",324,1,0,0,4,12745.8116680983,36,6
"475",324,0,0,0,4,15293.9407572125,37,7
"476",324,1,0,0,2,13402.2247730841,38,8
"477",324,1,1,0,1,9019.94035042608,39,9
"478",334,0,1,0,0,29681.5227037496,29,1
"479",334,0,1,0,0,35204.1763198973,30,2
"480",334,0,2,0,0,40993.5493343612,30,3
"481",334,0,1,1,0,45837.1419014497,31,4
"482",334,0,1,1,0,47231.6737243534,33,5
"483",334,0,0,2,0,47311.0896268898,34,6
"484",334,0,0,1,1,66143.3741165852,34,7
"485",334,0,0,1,1,66295.6789604828,35,8
"486",334,0,0,0,2,70272.0909721418,37,9
"487",335,0,0,0,0,13869.8403113251,52,1
"488",335,0,0,0,0,12572.887640716,53,2
"489",335,0,0,0,0,12632.8267164746,54,3
"490",335,0,0,0,0,13769.5649888498,55,4
"491",335,0,0,0,0,13933.0361406662,56,5
"492",335,0,0,0,0,15578.2190051657,57,6
"493",335,0,0,0,0,17624.178206291,58,7
"494",335,0,0,0,0,16082.6607729701,59,8
"495",335,0,0,0,0,16751.3310538926,60,9
"496",348,1,1,0,1,60250.7319604339,32,1
"497",348,0,1,0,1,65714.1792960029,32,2
"498",348,1,0,1,2,62374.3866662835,34,3
"499",348,0,0,1,2,64257.9030588501,34,4
"500",348,1,0,1,2,90931.3404344739,36,5
"501",348,1,0,0,2,82139.9681698896,37,6
"502",348,1,0,0,2,83421.3874737552,38,7
"503",348,1,0,0,3,93815.934690868,39,8
"504",348,1,0,0,2,77313.9744303217,40,9
"505",349,0,0,1,2,29589.0606686938,44,1
"506",349,0,0,0,3,29336.859271324,45,2
"507",349,0,0,0,3,24633.929017196,46,3
"508",349,0,0,0,3,32128.8609438998,47,4
"509",349,0,0,0,2,30359.3554182123,48,5
"510",349,0,0,0,3,28324.1478298091,49,6
"511",349,0,0,0,2,36149.1964816633,50,7
"512",349,0,0,0,2,37526.0260788033,51,8
"513",349,0,0,0,2,34791.2083421849,52,9
"514",357,0,0,0,0,23301.1967291287,50,1
"515",357,0,0,0,0,22798.7274548241,51,2
"516",357,0,0,0,0,22107.4514420374,51,3
"517",357,0,0,0,0,21419.3500413439,53,4
"518",357,0,0,0,0,21999.5218937052,54,5
"519",357,0,0,0,0,23650.5109893103,55,6
"520",357,0,0,0,0,23416.3552615427,56,7
"521",357,0,0,0,0,22247.6129790761,57,8
"522",357,0,0,0,0,24482.6504308588,58,9
"523",359,1,0,1,3,12945.169681769,40,1
"524",359,1,0,1,2,15087.4567682521,40,2
"525",359,1,0,1,2,15475.215141866,42,3
"526",359,1,0,0,3,17594.4536880302,43,4
"527",359,1,0,0,2,14079.6954569482,44,5
"528",359,1,0,0,1,13453.9227932915,45,6
"529",359,1,0,0,1,19465.014403238,46,7
"530",359,1,0,0,1,16752.7717303114,47,8
"531",359,1,0,0,1,16107.0444700278,48,9
"532",371,0,1,1,2,12945.169681769,29,1
"533",371,0,1,1,2,20116.6075668521,30,2
"534",371,0,1,0,3,18949.2380261444,31,3
"535",371,0,0,1,3,19277.4057003467,32,4
"536",371,0,0,1,3,20249.816282006,33,5
"537",371,0,0,1,3,19826.8428887272,34,6
"538",371,1,0,0,4,20855.3752550856,35,7
"539",371,0,0,0,4,20103.3349862913,36,8
"540",371,0,0,0,4,18039.895483459,37,9
"541",375,1,0,0,0,73972.5975330823,28,1
"542",375,0,0,0,0,95209.9755043993,28,2
"543",375,0,1,0,0,68848.9325470793,30,3
"544",375,0,1,0,0,83382.1886340915,31,4
"545",375,0,2,0,0,58058.1283163547,31,5
"546",375,0,2,0,0,63810.9445952022,32,6
"547",375,0,0,2,0,83977.9883471712,33,7
"548",375,0,0,2,0,83094.1847953808,34,8
"549",375,1,0,1,1,83756.5788470694,35,9
"550",389,1,0,0,0,25890.4641407772,31,1
"551",389,1,0,0,0,29168.9480652903,32,2
"552",389,1,0,0,0,30950.3627945369,33,3
"553",389,1,0,0,0,30598.9202080735,34,4
"554",389,1,1,0,0,34025.9926081217,35,5
"555",389,0,1,0,0,37812.6885043583,36,6
"556",389,1,1,0,0,43100.9363106119,37,7
"557",389,1,1,1,0,39938.6577601804,38,8
"558",389,1,1,1,0,40589.715471878,39,9
"559",394,1,0,0,3,30513.6682025415,31,1
